Division, Department, Course Number, Course Title
College of Letters and Science,ENGLISH,700,Introduction to Composition Studies
College of Letters and Science,ENGLISH,702,Perspectives on Literacy 
College of Letters and Science,ENGLISH,705,Intellectual Sources of Contemporary Composition Theory II-Modern
College of Letters and Science,ENGLISH,710,Interaction Analysis: Talk as Social Organization 
College of Letters and Science,ENGLISH,763,Seminar-Special Topics in Renaissance Literature 
College of Letters and Science,ENGLISH,780,Creative Writing: Graduate Workshop 
College of Letters and Science,ENGLISH,782,Graduate Poetry Workshop
College of Letters and Science,ENGLISH,785,MFA Thesis
College of Letters and Science,ENGLISH,799,Independent Reading
College of Letters and Science,ENGLISH,822,20th Century American Literature 
College of Letters and Science,ENGLISH,824,Seminar-Special Topics in Restoration & 18th Century English Literature
College of Letters and Science,ENGLISH,845,Seminar-Special Topics in 19th Century English Literature
College of Letters and Science,ENGLISH,906,Seminar-The English Language 
College of Letters and Science,ENGLISH,990,Research in English
College of Letters and Science,ENGLISH,999,Independent Reading for Ph.D. Candidates
College of Letters and Science,ENGLISH,103,Introduction to Music Cultures of the World
College of Letters and Science,ENGLISH,210,The African Storyteller 
College of Letters and Science,ENGLISH,230,Introduction to American Folklore
College of Letters and Science,ENGLISH,270,The Hero and Trickster in African Oral Traditions 
College of Letters and Science,ENGLISH,342,In Translation: Mythology of Scandinavia 
College of Letters and Science,ENGLISH,399,Directed Study in Folklore for Undergraduates
College of Letters and Science,ENGLISH,402,Musical Cultures of the World 
College of Letters and Science,ENGLISH,443,Sami Culture/ Yesterday and Today
College of Letters and Science,ENGLISH,460,Folk Epics
College of Letters and Science,ENGLISH,522,Digitally Documenting Everyday Communication 
College of Letters and Science,ENGLISH,530,Topics in Folklore 
College of Letters and Science,ENGLISH,539,The Folklore of Festivals and Celebrations 
College of Letters and Science,ENGLISH,630,Seminar on American Folklore 
College of Letters and Science,ENGLISH,699,Independent Study in Folklore 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),101,First Semester French 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),204,Fourth Semester French
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),211,French Interdisiplinary Studies
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),228,Intermediate Language and Culture
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),271,Introduction to Literary Analysis
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),298,Directed Study
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),299,Directed Study
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),312,Advanced Oral and Written Expression: Writing Across the Humanities
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),429,Introduction to the Romance Languages 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),623,Communication orale en situations professionnelles 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),642,Culture et societes dans le monde francophone 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),665,Introduction aux etudes francophones 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),681,Senior Honors Thesis 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),682,Senior Honors Thesis 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),698,Directed Study 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),699,Directed Study 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),793,Professional French Masters Program Internship 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),799,Independent Study 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),804,Interdisciplinary Western European Area Studies Seminar 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),826,Cours de Grammaire Et de Style
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),939,La Litterature Medievale 
College of Letters and Science,FRENCH (FRENCH AND ITALIAN),990,Individual Research 
College of Letters and Science,GENDER AND WOMENS STUDIES,101,Gender/ Women/ and Cultural Representation
College of Letters and Science,GENDER AND WOMENS STUDIES,103,Women and Their Bodies in Health and Disease 
College of Letters and Science,GENDER AND WOMENS STUDIES,200,Introduction to Lesbian/ Gay/ Bisexual/ and Transgender Studies 
College of Letters and Science,GENDER AND WOMENS STUDIES,205,Women in Russian Literature in Translation
College of Letters and Science,GENDER AND WOMENS STUDIES,215,Gender and Work in Rural America
College of Letters and Science,GENDER AND WOMENS STUDIES,222,Introduction to Black Women Writers 
College of Letters and Science,GENDER AND WOMENS STUDIES,299,Directed Study
College of Letters and Science,GENDER AND WOMENS STUDIES,310,Special Topics in Gender/ Women and the Humanities
College of Letters and Science,GENDER AND WOMENS STUDIES,320,Special Topics in Gender/ Women and Society
College of Letters and Science,GENDER AND WOMENS STUDIES,326,Race and Gender in Post-World War II U.S. Society
College of Letters and Science,GENDER AND WOMENS STUDIES,351,Gender and Sexuality in the Classical World
College of Letters and Science,GENDER AND WOMENS STUDIES,366,Artistic/Cultural Images of Black Women 
College of Letters and Science,GENDER AND WOMENS STUDIES,423,Black Feminisms 
College of Letters and Science,GENDER AND WOMENS STUDIES,445,The Body in Theory 
College of Letters and Science,GENDER AND WOMENS STUDIES,477,Feminism and Sociological Theory 
College of Letters and Science,GENDER AND WOMENS STUDIES,531,Women and Health in American History 
College of Letters and Science,GENDER AND WOMENS STUDIES,560,Gender and Education 
College of Letters and Science,GENDER AND WOMENS STUDIES,642,Advanced Seminar in LGBT Studies 
College of Letters and Science,GENDER AND WOMENS STUDIES,643,Women and Politics in a Global Context 
College of Letters and Science,GENDER AND WOMENS STUDIES,654,Race and Sexuality in American Literature 
College of Letters and Science,GENDER AND WOMENS STUDIES,920,Anthropology of Gender 
College of Letters and Science,GENDER AND WOMENS STUDIES,139,Resources and People
College of Letters and Science,GENDER AND WOMENS STUDIES,170,Our Digital Globe: 
College of Letters and Science,GENDER AND WOMENS STUDIES,230,Soil: Ecosystem and Resource
College of Letters and Science,GENDER AND WOMENS STUDIES,277,Africa: An Introductory Survey
College of Letters and Science,GENDER AND WOMENS STUDIES,305,Introduction to the City
College of Letters and Science,GENDER AND WOMENS STUDIES,318,Introduction to Geopolitics
College of Letters and Science,GENDER AND WOMENS STUDIES,320,Geomorphology
College of Letters and Science,GENDER AND WOMENS STUDIES,326,Landforms-Topics and Regions 
College of Letters and Science,GENDER AND WOMENS STUDIES,338,Environmental Biogeography 
College of Letters and Science,GENDER AND WOMENS STUDIES,339,Environmental Conservation 
College of Letters and Science,GENDER AND WOMENS STUDIES,349,Europe 
College of Letters and Science,GENDER AND WOMENS STUDIES,355,Africa/ South of the Sahara
College of Letters and Science,GENDER AND WOMENS STUDIES,358,China and Southeast Asia
College of Letters and Science,GENDER AND WOMENS STUDIES,360,
College of Letters and Science,GENDER AND WOMENS STUDIES,370,Introduction to Cartography
College of Letters and Science,GENDER AND WOMENS STUDIES,377,An Introduction to Geographic Information Systems 
College of Letters and Science,GENDER AND WOMENS STUDIES,475,Topics in Geography 
College of Letters and Science,GENDER AND WOMENS STUDIES,506,Historical Geography of European Urbanization 
College of Letters and Science,GENDER AND WOMENS STUDIES,510,Economic Geography
College of Letters and Science,GENDER AND WOMENS STUDIES,518,Power/ Place/ Identity 
College of Letters and Science,GENDER AND WOMENS STUDIES,560,Advanced 
College of Letters and Science,GENDER AND WOMENS STUDIES,578,GIS Applications 
College of Letters and Science,GENDER AND WOMENS STUDIES,579,GIS and Spatial Analysis 
College of Letters and Science,GENDER AND WOMENS STUDIES,602,Internship 
College of Letters and Science,GENDER AND WOMENS STUDIES,676,Special Topics in Geography 
College of Letters and Science,GENDER AND WOMENS STUDIES,681,Senior Honors Thesis 
College of Letters and Science,GENDER AND WOMENS STUDIES,920,Seminar in Physical Geography 
College of Letters and Science,GENDER AND WOMENS STUDIES,930,Seminar in People-Environment Geography
College of Letters and Science,GENDER AND WOMENS STUDIES,970,Seminar in Geographic Information Science
College of Letters and Science,GENDER AND WOMENS STUDIES,982,Interdepartmental Seminar in the Latin-American Area
College of Letters and Science,GENDER AND WOMENS STUDIES,105,Survey of Oceanography
College of Letters and Science,GENDER AND WOMENS STUDIES,106,Environmental Geology 
College of Letters and Science,GENDER AND WOMENS STUDIES,110,Evolution and Extinction 
College of Letters and Science,GENDER AND WOMENS STUDIES,115,Science Behind the News - The World Around Us 
College of Letters and Science,GENDER AND WOMENS STUDIES,160,Life in the Universe
College of Letters and Science,GENDER AND WOMENS STUDIES,198,Directed Study
College of Letters and Science,GENDER AND WOMENS STUDIES,199,Directed Study
College of Letters and Science,GENDER AND WOMENS STUDIES,326,Landforms-Topics and Regions
College of Letters and Science,GENDER AND WOMENS STUDIES,331,Gems: The Science Behind the Sparkle 
College of Letters and Science,GENDER AND WOMENS STUDIES,350,Introduction to Geophysics: The Dynamic Earth 
College of Letters and Science,GENDER AND WOMENS STUDIES,375,Principles of Geochemistry
College of Letters and Science,GENDER AND WOMENS STUDIES,376,Topics in Geology 
College of Letters and Science,GENDER AND WOMENS STUDIES,457,Conducted Field Trip
College of Letters and Science,GENDER AND WOMENS STUDIES,474,Rock Mechanics 
College of Letters and Science,GENDER AND WOMENS STUDIES,629,Contaminant Hydrogeology 
College of Letters and Science,GENDER AND WOMENS STUDIES,682,Senior Honors Thesis
College of Letters and Science,GENDER AND WOMENS STUDIES,691,Senior Thesis
College of Letters and Science,GENDER AND WOMENS STUDIES,692,Senior Thesis
College of Letters and Science,GENDER AND WOMENS STUDIES,698,Directed Study
College of Letters and Science,GENDER AND WOMENS STUDIES,699,Directed Study 
College of Letters and Science,GENDER AND WOMENS STUDIES,776,Interfacial Biogeochemistry 
College of Letters and Science,GENDER AND WOMENS STUDIES,875,Advanced Topics in Geology 
College of Letters and Science,GENDER AND WOMENS STUDIES,911,Limnology and Marine Science Seminar 
College of Letters and Science,GENDER AND WOMENS STUDIES,990,Research
College of Letters and Science,GERMAN,102,Second Semester German
College of Letters and Science,GERMAN,203,Third Semester German
College of Letters and Science,GERMAN,262,Intermediate German-Writing 
College of Letters and Science,GERMAN,271,The German Immigration Experience 
College of Letters and Science,GERMAN,272,Nazi Culture 
College of Letters and Science,GERMAN,278,Topics in German Culture 
College of Letters and Science,GERMAN,298,Directed Study
College of Letters and Science,GERMAN,299,Directed Study
College of Letters and Science,GERMAN,312,Second Semester Dutch for Graduate Students
College of Letters and Science,GERMAN,314,Fourth Semester Dutch for Graduate Students 
College of Letters and Science,GERMAN,325,Topics in Dutch Literature 
College of Letters and Science,GERMAN,392,German for Graduate Reading Knowledge II 
College of Letters and Science,GERMAN,401,First-Semester German for Graduate Students 
College of Letters and Science,GERMAN,402,Second-Semester German for Graduate Students 
College of Letters and Science,GERMAN,403,Third-Semester German for Graduate Students 
College of Letters and Science,GERMAN,404,Fourth-Semester German for Graduate Students 
College of Letters and Science,GERMAN,651,Introduction to Middle High German
College of Letters and Science,GERMAN,681,Senior Honors Thesis-First Semester
College of Letters and Science,GERMAN,682,Senior Honors Thesis-Second Semester
